locationID	LONGITUDE	LATITUDE	GROUND_ELE	SURVEYING_	LOCATION_D	LOCATION_C	WELL_TOTAL	DEPTH_UNIT	TOP_OF_CAS	WELL_DIAME	PERFORATIO	PERFORAT_1	AQUIFER	HYDROSTRAT	GEOLOGICAL	WELL_COMPL	field_18
R-55i	-106.227740999999000	35.829931999999900	6534.91	None	None	Brass cap surveyed location as corrected 2/16/11 and rounded to 2 digits - RJK	None	None	None	None	None	None	None	None	None	None	
R-7 OB	-106.279538100000000	35.874689699999900	6779.2	Completion Report	None	Location info taken from Brass cap monument survey data from R-7 WCR.	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
LAOI-3.2a	-106.259440100000000	35.873176200000000	6624.43	Kleinfelder 2006 WCR	None	Brass Cap Location	194.1	ft	6624.43	3.1 in	181.4	191	Intermediate	Intermediate Perched	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12135	
R-12 OB	-106.226350500000000	35.858922600000000	6499.6	Well Completion Rpt	None	Location information from Brass Cap survey data in WCR.	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
18-MW-8	-106.269240000000000	35.838990899999900	6747.79	WP Pajarito Cy	None	None	37.9	ft	None	2 in	8	38	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12482	
18-MW-12	-106.264429800000000	35.838853299999900	6725.7	PG	None	None	None	None	None	None	None	None	None	None	None	None	
R-21	-106.247073000000000	35.834829999999900	6656.24	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-2	-106.286789000000000	35.887403999999900	6770.38	None	None	Brass Cap xyz data taken by Lynn Engineering using static GPS elevation NGVD29.	None	None	None	None	None	None	None	None	None	None	
SWA-4-10	-106.310619700000000	35.873572299999900	None	TERRANEAR PMC	None	Formerly SCPZ-10	None	None	None	None	None	None	None	None	None	None	
R-8 S1	-106.247561700000000	35.871675699999900	6544.74	Completion Report	None	Location info taken from Brass cap monument survey data from R-8 WCR.	None	None	None	None	705.31	755.7	Regional	Regional Top	Tp	None	
R-10 S1	-106.205965000000000	35.850270999999900	6362.31	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-21	-106.247073099999000	35.834829999999900	6656.24	Completion Report	None	Location info taken from Brass Monument survey data from R-21 WCR.	941.4	ft	6656.24	6 in	888.8	906.8	Regional	Regional Top	Tp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12125	
BCO-1	-106.249216399999000	35.889148800000000	6641.97	ER	None	Intermediate monitoring well	68	ft	None	None	57	67	Intermediate	None	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12437	
18-MW-5	-106.265296100000000	35.839988400000000	6736.7	PG	None	None	None	None	None	None	None	None	None	None	None	None	
LAOR-1	-106.289906200000000	35.876415600000000	6864.83	None	None	None	None	ft	None	None	-9999	-9999	Alluvial	Alluvial	None	None	
R-50 S1	-106.255907600000000	35.856655300000000	6904.11	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	1077	1087	Regional	Regional Top	Tpf	None	
R-10 S1	-106.205965300000000	35.850271200000000	6362.31	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	874	897	Regional	Regional Deep	Tsf	None	
MCOI-5	-106.267443900000000	35.859986999999900	6819.7	Kleinfelder survey	None	Brass Monument	702.7	ft	6819.7	4.5 in	689	699	Intermediate	Intermediate Perched	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12226	
R-3	-106.220900700000000	35.871793400000000	6395.88	Precision Surveys	None	Brass cap survey location	1006.8	ft	None	None	974.5	995	Regional	Regional	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12038	
R-23i OB	-106.224762500000000	35.823851800000000	6527.88	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
18-BG-4	-106.273303200000000	35.839269999999900	6768	Buckley	None	DGPS obtained 8/18/05 SA, CM, RK	6.5	ft	None	4 in	2.5	6.5	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12484	
R-20 S2	-106.258708900000000	35.836344699999900	6694.35	Completion Report	None	Location info taken from Brass Monument survey data from R-20 WCR.	None	None	None	None	1147.1	1154.7	Regional	Regional Deep	Tjfp	None	
MCA-5	-106.294087600000000	35.865291100000000	7053.8	Kleinfelder survey	None	Brass cap location	6	ft	7056.1	1.0 in	1.75	5.75	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12093	
R-8 S2	-106.247561700000000	35.871675699999900	6544.74	Completion Report	None	Location info taken from Brass cap monument survey data from R-8 WCR.	None	None	None	None	821	828	Regional	Regional Deep	Tp	None	
R-23i S2	-106.224762500000000	35.823851800000000	6527.88	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	470.2	480.1	Intermediate	Intermediate Perched	Tb4	None	
SCPZ-11(A)	-106.310584600000000	35.873650599999900	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-55 S2	-106.227508500000000	35.829687999999900	6533.86	WCR, SW MTN SURVEY	None	brass cap surveyed location	None	None	None	None	994.4	1015.4	Regional	Regional Deep	Tcar	None	
SCPZ-4	-106.312523600000000	35.874560899999900	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
MCA-RLW-2	-106.272660500000000	35.861684599999900	6847.7	None	None	None	None	None	None	None	None	None	None	None	None	None	
SCP-1abc S1	-106.257296800000000	35.863469799999900	6703.65	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-12 S1	-106.226350500000000	35.858922600000000	6499.6	Well Completion Rpt	None	Location information from Brass Cap survey data in WCR.	None	None	None	None	459	467.5	Intermediate	Intermediate Perched	Tb4	None	
R-32	-106.248714600000000	35.830948599999900	6637.63	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-32 WCR.	None	None	None	None	None	None	None	None	None	None	
03-B-13	-106.330083400000000	35.873743699999900	7458.26	DOE 2005	None	Ground surface elevation	32	ft	7458.26	2 in	21.5	31.5	Intermediate	Intermediate Perched	Qbt3	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12500	
PAO-5s	-106.220418499999000	35.872872299999900	6368.3	PG	None	None	20.9	ft	None	4 in	8.05	18.05	Alluvial	Alluvial	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12274	
MCO-7A	-106.269956500000000	35.860560200000000	6827.58	Stoker	None	None	44.8	ft	None	3 in	34.8	44.8	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12204	
21-01812	-106.271611600000000	35.877646400000000	7026.72	UNKNOWN	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:DP boreholes	None	None	None	None	None	None	None	None	None	None	
TSWB-6	-106.273737800000000	35.860508699999900	6853.21	S. McLin	None	None	40	ft	None	2.75 in	25	35	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12466	
LAO-C	-106.311636500000000	35.879064200000000	7049.98	Stoker	None	None	13	ft	None	3 in	3	13	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12138	
R-67	-106.290119100000000	35.870346099999900	7123.25	WQH	None	None	1273.3	ft	7123.25	5 in	1242.6	1263	Regional	Regional Top	Tjfp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12374	
POI-4	-106.219568000000000	35.871760999999900	6372.29	None	None	None	None	None	None	None	None	None	None	None	None	None	
SWA-4	-106.310561600000000	35.873700100000000	None	TERRANEAR PMC	None	None	None	None	None	None	None	None	None	None	None	None	
MCWB-7.4A	-106.267368500000000	35.860726000000000	6812.4	S. McLin	None	None	70	ft	None	3 in	45	65	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12242	
SWA-1-3	-106.314736100000000	35.875528000000000	None	TERRANEAR PMC	None	Formerly SCPZ-3	9.37	ft	7242.6	2 in	3	9.37	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12445	
R-9i S1	-106.223720500000000	35.866956199999900	6383.2	Completion Report	None	Location info taken from Brass monument survey data from R-9i WCR.	None	None	None	None	189.1	199.5	Intermediate	Intermediate	Tb4	None	
R-53 S1	-106.251035900000000	35.836801299999900	6689.98	WCR, SW MTN SURVEY	None	brass cap location	None	None	None	None	849.2	859.2	Regional	Regional Top	Tpf	None	
LAO-4.5A	-106.239592599999000	35.870294399999900	6459.89	None	None	Brass cap elevation	18.5	ft	None	2 in	8.5	18.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12146	
MCOBT-4.4 OB	-106.271015199999000	35.860574900000000	6836.18	LANL 2002 WCR	None	Brass Monument  MCOBT-4.4 plugged and abandoned 7/29/09	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
SWA-4-11	-106.310597599999000	35.873652600000000	None	TERRANEAR PMC	None	Formerly SCPZ-11(B)	None	None	None	None	None	None	None	None	None	None	
SWA-1-3	-106.314736100000000	35.875528000000000	None	TERRANEAR PMC	None	Formerly SCPZ-3	9.37	ft	7242.6	2 in	3	9.37	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12445	
LA-10066	-106.294572600000000	35.876353799999900	6900	UNKNOWN	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Record created for data migration.  Needs field coordinates.	None	None	None	None	None	None	None	None	None	None	
MCWB-7B	-106.270473999999000	35.860451599999900	6832.45	S. McLin	None	None	47.5	ft	None	None	32.5	42.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12072	
R-23i S2	-106.224762500000000	35.823851800000000	6527.88	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	470.2	480.1	Intermediate	Intermediate Perched	Tb4	None	
Test Well 3	-106.259077100000000	35.873278399999900	6626.9	Stoker	None	Purtymun elev in error, elev from DEM/LIDAR Broxton/Cole	815	ft	None	10 in	805	815	Regional	Regional	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12485	
CDBO-3	-106.249121200000000	35.836115700000000	6670.2	PG	None	None	13	ft	None	4 in	3	12.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=11996	
R-43	-106.260734200000000	35.863598400000000	6732.65	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	None	None	None	None	None	None	
LA-00001	-106.264626400000000	35.871683099999900	6657.68	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. appended samp_la samp_la0_1  samp_la2e textfile	None	None	None	None	None	None	None	None	None	None	
R-4 PZ-E	-106.253777799999000	35.882561199999900	6577.34	R4 Completion Report	None	R-4 Piezometer East	231	ft	None	None	221	231	Intermediate	None	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12295	
PCAO-9	-106.232713800000000	35.826139499999900	6558.6	SW MTN SURVEY	None	Brass Cap	21	ft	None	4 in	6	16	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12282	
R-49 S1	-106.238246000000000	35.827297999999900	6584.54	None	None	Coordinates supplied by Dave Broxton	None	None	None	None	None	None	None	None	None	None	
03-MW-1	-106.330126500000000	35.873736100000000	7457.7	DOE 2005	None	ER ID 03-02664 Well plugged and abandoned 6/7/05	28.8	ft	None	2 in	23	28	Intermediate	None	Qbt3	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=11846	
R-4 OB	-106.253810200000000	35.882598000000000	6577.49	R4 Completion Report	None	Inactive emergency landing strip in Pueblo Canyon; TA-74. Location info taken from Brass cap monument survey data from R-4 WCR.	None	ft	None	None	-9999	-9999	Regional	Regional	None	None	
CrEX-1	-106.256671000000000	35.857846000000000	6831.303	None	None	Coordinates from LANL	None	None	None	None	None	None	None	None	None	None	
MCA-5	-106.294087600000000	35.865291100000000	7053.8	Kleinfelder survey	None	Brass cap location	6	ft	7056.1	1.0 in	1.75	5.75	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12093	
41-01004	-106.311636400000000	35.879064399999900	7050	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:LAO-C	None	None	None	None	None	None	None	None	None	None	
PRB-MW-02	-106.277557900000000	35.863725099999900	6881.6	Alethea Banar	None	Mortandad Canyon Permeable Reactive Barrier - Monitoring well 2 (downstream)	None	ft	None	None	-9999	-9999	Alluvial	Alluvial	None	None	
SCA-1	-106.310536600000000	35.873610999999900	7211.22	Kleinfelder WCR	None	Ground survey coordinates, no brass monument	2.1	ft	None	2 in	1.3	1.9	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12377	
MCOI-5	-106.267443900000000	35.859986999999900	6819.7	Kleinfelder survey	None	Brass Monument	702.7	ft	6819.7	4.5 in	689.04	699	Intermediate	Intermediate Perched	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12226	
SCI-2	-106.261007100000000	35.863698599999900	6735.7	SOUTHWEST MTM SURV	None	Brass monument survey	570	ft	6735.7	2 in	548	568	Intermediate	Intermediate Perched	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12389	
Test Well 1A	-106.217460900000000	35.870328600000000	6369.28	Stoker	None	None	225	ft	None	6 in	215	225	Intermediate	Intermediate	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12470	
R-7 S1	-106.279538100000000	35.874689699999900	6779.2	Completion Report	None	Location info taken from Brass cap monument survey data from R-7 WCR.	None	None	None	None	363.2	379.2	Intermediate	Intermediate	Tp	None	
PU-00182	-106.230847500000000	35.878662599999900	6437.04	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN.	None	None	None	None	None	None	None	None	None	None	
SWA-3-9	-106.311047700000000	35.873856199999900	None	TERRANEAR PMC	None	Formerly SCPZ-9	8.54	ft	7216.22	2 in	2.2	8.22	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12452	
R-9	-106.223606399999000	35.866981799999900	6382.8	Completion Report	None	Location info taken from Brass monument survey data from R-9 WCR.	758	ft	6382.8	4.5 in	683	748.5	Regional	Regional Top	Tsfb	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12305	
ER ID #03-2664	-106.330126500000000	35.873736000000000	7457.7	None	None	None	None	None	None	None	None	None	None	None	None	None	
APCO-1	-106.220319700000000	35.872950899999900	6367.53	Stoker	None	None	19.7	ft	None	2 in	4.7	14.7	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12438	
R-17 S1	-106.292590100000000	35.853279399999900	6921.51	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	1057	1080	Regional	Regional Top	Tpf	None	
LAWS-01 S1	-106.219259100000000	35.866999700000000	6363.4	None	None	None	None	None	None	None	83	93	Intermediate	None	Tb4	None	
LAO-C	-106.311636500000000	35.879064200000000	7049.98	Stoker	None	None	13	ft	None	3 in	3	13	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12138	
SWA-2	-106.312434100000000	35.874748599999900	None	TERRANEAR PMC	None	None	None	None	None	None	None	None	None	None	None	None	
R-2	-106.286789300000000	35.887403700000000	6770.38	Kleinfelder survey	None	Brass Cap xyz data taken by Lynn Engineering using static GPS elevation NGVD29.	943.3	ft	None	4.5 in	906.4	929.6	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12294	
LAOI-3.2a OB	-106.259440100000000	35.873176200000000	6624.43	Kleinfelder 2006 WCR	None	Brass Cap Location	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
LA-10067	-106.259480500000000	35.873162700000000	6593	WQH	None	Survey date and accuracy for coordinates and elevation are UNKNOWN.	None	None	None	None	None	None	None	None	None	None	
R-55i	-106.227740700000000	35.829931799999900	6534.91	SW MTN SURVEY	None	Brass cap surveyed location as corrected 2/16/11 and rounded to 2 digits - RJK	541.4	ft	6534.91	5 in	510	531.1	Intermediate	Intermediate Perched	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12364	
MCWB-8.1C	-106.262996700000000	35.860622999999900	6785.63	S. McLin	None	None	80	ft	None	None	55	75	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12248	
MCWB-4	-106.279282499999000	35.863955099999900	6893.42	S. McLin	None	None	15	ft	None	3 in	10	15	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12230	
MCA-3def	-106.268665500000000	35.860598899999900	6819.8	Kleinfelder survey	None	Brass cap location	55.8	ft	6822.8	0.8 in	Multiple	Multiple	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12095	
CDBO-5	-106.273059700000000	35.853166999999900	6879.01	None	None	None	18	ft	None	2 in	8	18	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12431	
R-52 S1	-106.261566000000000	35.844946999999900	6883.04	None	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
PCAO-7c	-106.262517200000000	35.838105100000000	6714.57	SW MTN SURVEY	None	Brass Cap	25	ft	None	4 in	9.7	19.7	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12280	
SCO-1	-106.243651600000000	35.863289799999900	6618.67	Stoker	None	None	19.3	ft	None	None	9.3	19.3	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12392	
R-45	-106.250563700000000	35.859211500000000	6704.02	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
18-MW-16	-106.264764000000000	35.838779000000000	6727	None	None	TA-18	None	None	None	None	None	None	None	None	None	None	
MCWB-7B	-106.270473999999000	35.860451599999900	6832.45	S. McLin	None	None	47.5	ft	None	None	32.5	42.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12072	
R-61 S2	-106.261204000000000	35.857576000000000	6940.12	None	None	None	None	None	None	None	None	None	None	None	None	None	
LAOR-1	-106.289906200000000	35.876415600000000	6864.83	None	None	None	None	ft	None	None	-9999	-9999	Alluvial	Alluvial	None	None	
PCAO-8	-106.238365200000000	35.827216700000000	6584.45	SW MTN SURVEY	None	Brass Cap	25	ft	6584.45	4 in	9.7	19.7	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12281	
R-40 Si	-106.262782300000000	35.839384600000000	6719.24	Completion Report	None	Brass cap location	None	None	None	None	649.67	669.02	Intermediate	Intermediate Perched	Tb4	None	
R-23i S3	-106.224762500000000	35.823851800000000	6527.88	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	524	547	Intermediate	Intermediate Perched	Tb4	None	
R-40 S2	-106.262782300000000	35.839384600000000	6719.24	Completion Report	None	Brass cap location	None	None	None	None	849.27	870	Regional	Regional Top	Tpf	None	
R-11	-106.251543500000000	35.862881500000000	6673.72	Kleinfelder 2005 WCR	None	Location information taken from the Brass Cap Monument of the new R-11 well.	901.7	ft	6673.72	4.5 in	855	877.9	Regional	Regional Top	Tp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12314	
R-32 S3	-106.248714600000000	35.830948599999900	6637.63	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-32 WCR.	None	None	None	None	972.9	980.6	Regional	Regional Deep	Tpf	None	
LAO-1.6g	-106.264626000000000	35.871682999999900	6658.01	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-23i OB	-106.224762500000000	35.823851800000000	6527.88	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
R-15	-106.267239200000000	35.859910200000000	6820	Completion Report	None	Location info taken from Brass Monument survey data in R-15 WCR.	1030.6	ft	6820	5 in	958.6	1020.3	Regional	Regional Top	Tp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12319	
PU-10228	-106.220318400000000	35.872950600000000	6368	WQH	None	Survey date and accuracy for coordinates and elevation are UNKNOWN.	None	None	None	None	None	None	None	None	None	None	
LAO-0.8	-106.292927199999000	35.876393499999900	6887.58	Gray 2001	None	Brass cap elevation	12.85	ft	6889.71	4 in	7.5	12.5	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12156	
R-33	-106.273675000000000	35.860623799999900	6853.33	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-33 WCR.	None	None	None	None	None	None	None	None	None	None	
PCAO-7b1	-106.262096400000000	35.838530200000000	6713.62	SW MTN SURVEY	None	Brass Cap	60	ft	None	4 in	44	54	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12278	
R-7	-106.279538100000000	35.874689699999900	6779.2	Completion Report	None	Location info taken from Brass cap monument survey data from R-7 WCR.	None	None	None	None	None	None	None	None	None	None	
R-35a	-106.243554100000000	35.862763899999900	6623.06	WCR, SW MTN SURVEY	None	Brass monument survey  Resurvey 02/10/09	1086.2	ft	6623.06	4.5 in	1013.1	1062.2	Regional	Regional Deep	Tsfu	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12130	
R-22 S1	-106.233442999999000	35.829245999999900	6650.5	None	None	original x, y = 1645327, 1757112	None	None	None	None	None	None	None	None	None	None	
41-01045	-106.335296700000000	35.878831900000000	7323.59	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:BACKGROUND WELL WEST OF ICE RINK Notes: Aggregate:	None	None	None	None	None	None	None	None	None	None	
R-33	-106.273675000000000	35.860623799999900	6853.33	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-33 WCR.	None	None	None	None	None	None	None	None	None	None	
MCO-7	-106.269908000000000	35.860561900000000	6827.31	Stoker	None	None	69	ft	None	3 in	39	71.18	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12202	
SCPZ-12	-106.310578300000000	35.873713700000000	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
MCO-7.2	-106.268425900000000	35.860640900000000	6818.34	Gray 2001	None	None	95.35	ft	None	2 in	72	92.5	Intermediate	None	Qct	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12199	
18-MW-18	-106.251658699999000	35.832368799999900	6654.7	ECR GIS Team, McLean	None	None	23	ft	6654.7	2 in	12.5	23	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12112	
SWA-4-12	-106.310561600000000	35.873700100000000	None	TERRANEAR PMC	None	Formerly SWA-4	None	None	None	None	None	None	None	None	None	None	
LAO-4.5B	-106.239552100000000	35.870302700000000	6459.37	None	None	Brass cap elevation	34.9	ft	None	2 in	24.9	34.9	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12145	
PRB-MW-01	-106.277749600000000	35.863827000000000	6881.85	Alethea Banar	None	Mortandad Canyon Permeable Reactive Barrier - Monitoring well 1 (upstream)	None	ft	None	None	-9999	-9999	Alluvial	Alluvial	None	None	
MCO-5	-106.276833400000000	35.863385200000000	6875.66	Stoker	None	None	46	ft	None	3 in	21	46	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12188	
SCPZ-6	-106.312429700000000	35.874766700000000	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-66	-106.259868999999000	35.873086999999900	6626.96	None	None	Replacement well located just to the east of O-4.  TW-3 replacement well.   Location for potential contaminants  from upper Los Alamos and  DP Canyons and TA-21.	None	None	None	None	None	None	None	None	None	None	
SWL-3	-106.311089900000000	35.873800099999900	None	TERRANEAR PMC	None	None	None	None	None	None	None	None	None	None	None	None	
SWA-2-6	-106.312434100000000	35.874748599999900	None	TERRANEAR PMC	None	Formerly SWA-2	8.98	ft	7225.72	2 in	5.98	11.08	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12449	
R-55	-106.227508500000000	35.829687999999900	6533.86	WCR, SW MTN SURVEY	None	brass cap surveyed location	None	None	None	None	None	None	None	None	None	None	
LA-10066	-106.294572600000000	35.876353799999900	6900	UNKNOWN	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Record created for data migration.  Needs field coordinates.	None	None	None	None	None	None	None	None	None	None	
MCOBT-4.4 OB	-106.271015199999000	35.860574900000000	6836.18	LANL 2002 WCR	None	Brass Monument  MCOBT-4.4 plugged and abandoned 7/29/09	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
MT-3	-106.264970300000000	35.860969099999900	6796.65	LANL 1997 MC WP	None	None	74	ft	None	None	44	64	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12257	
MCWB-7.7A	-106.265235899999000	35.861086899999900	6798.31	S. McLin	None	None	70	ft	None	3 in	52.5	62.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12244	
MCO-12	-106.250304900000000	35.859729299999900	6697.15	LANL 1997 WP Mort Cy	None	None	108	ft	None	2 in	88	108	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12217	
LADP-3	-106.275078400000000	35.874187399999900	6754.19	Broxton/ER Pts DB	None	Brass Cap	326.3	ft	6754.19	2 in	317.56	326.3	Intermediate	Intermediate Perched	Qbog	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12161	
LAO-4.5A	-106.239592599999000	35.870294399999900	6459.89	None	None	Brass cap elevation	18.5	ft	None	2 in	8.5	18.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12146	
TW-2Ar	-106.271223800000000	35.884845700000000	6651.67	WCR, SW MTN SURVEY	None	Brass cap location rounded to 2 decimal places. -RJK	113.9	ft	6655.38	4.5	102	112	Intermediate	Intermediate	Tpf	http://intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=79fa72c7-7701-4419-a022-c50e1fdcabbf&fileName=TW-2ar.zip	
R-33 S1	-106.273675000000000	35.860623799999900	6853.33	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-33 WCR.	None	None	None	None	995.5	1018.5	Regional	Regional Top	Tpp	None	
R-41	-106.233804800000000	35.830989600000000	6660.53	Well Completion Rpt	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
