LOC_LOCATI	LOC_SITE_I	LOC_LOCA_1	LOC_LOCA_2	LOC_LOCA_3	LOC_NORTHI	LOC_EASTIN	LOC_GROUND	LOC_ESTABL	LOC_ESTA_1	LOC_SURVEY	LOC_SURV_1	LOC_SURV_2	LOC_LOCA_4	LOC_BARCOD	LOC_LOCA_5	LOC_RECORD	LOC_LONGIT	LOC_LATITU	LOC_LATI_1	LOC_LATI_2	LOC_LATI_3	LOC_LONG_1	LOC_LONG_2	LOC_LONG_3	LOC_ORIGIN	LOC_ORIG_1	LOC_ORIG_2	LOC_RECO_1	LOC_RIVER_	LOC_GRID_N	LOC_GRID_S	LOC_LOCA_6	LOC_SUBSIT	LOC_PROPER	LOC_LOCA_7	LOC_INSERT	LOC_INSE_1	LOC_LAST_M	LOC_LAST_1	LOC_INACTI	LOC_DIRECT	LOC_INAC_1	LOC_LOCA_8	LOC_LANL_L	LOC_LOCA_9	LOC_ULI	LOC_LOCA10	LOC_EXCAVA	LOC_LOCA11	LOC_REGULA	LOC_DOWNST	LOC_UPSTRE	LOC_E_DATA	LOC_LOCA12	LOC_LOCA13	LOC_WATER_	LOC_SURV_3	LOC_IEc_Me	PZ_LOCATIO	PZ_WELL_ID	PZ_SITE_ID	PZ_PERFORA	PZ_PERFO_1	PZ_PERFO_2	PZ_AQUIFER	PZ_WELL_PE	PZ_WELL__1	PZ_HYDROST	PZ_REPORT_	PZ_INSERTE	PZ_INSERT_	PZ_LAST_MO	PZ_LAST__1	PZ_PORT_ID	PZ_GEOLOGI	PZ_CASING_	PZ_CHAMBER	PZ_CHAMB_1	WELL_WELL_	WELL_SITE_	WELL_WEL_1	WELL_WEL_2	WELL_WEL_3	WELL_TOP_O	WELL_DRILL	WELL_DRI_1	WELL_DRI_2	WELL_FIELD	WELL_WEL_4	WELL_WEL_5	WELL_WEL_6	WELL_PROJE	WELL_PHASE	WELL_TASK	WELL_WEL_7	WELL_WEL_8	WELL_MULTI	WELL_BUBBL	WELL_DEPTH	WELL_WEL_9	WELL_WEL10	WELL_WEL11	WELL_WEL12	WELL_LOGGI	WELL_INSER	WELL_INS_1	WELL_LAST_	WELL_LAS_1	WELL_DRI_3	WELL_WEL13	WELL_WEL14	WELL_SOURC	LWA_Commen	Mon_Area	Watershed
R-57 S1	0	NULL	NULL	NULL	1757337.710000000000000	1645109.000000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.234170000000000	35.829870000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-57 S1	R-57	LANL	910	930.500	1000002	Regional	98	Tb4 dacite	Regional Top	NULL	114816	2010-06-21 11:16:00	ZDuran	2017-01-13 13:30:00	NULL	Tb4	3	0	959.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-54	Mortendad
R-57 S2	0	NULL	NULL	NULL	1757337.710000000000000	1645109.000000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.234170000000000	35.829870000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-57 S2	R-57	LANL	971.5	992.100	1000002	Regional	99	NULL	Regional Deep	NULL	114816	2010-06-21 11:19:00	ZDuran	2017-01-13 13:30:00	NULL	Tpt	3	963.8	1013.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-54	Mortendad
R-6	0	NULL	NULL	NULL	1773884.070000000000000	1636011.020000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.264870000000000	35.875329999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-6	R-6	LANL	1205	1228.000	1	Regional	497	NULL	NULL	NULL	116909	2005-07-01 00:00:00	ZDuran	2017-02-09 11:18:00	NULL	Tf	3	0.01	1252	R-6	LANL	NULL	2004-12-04 00:00:00	1252.00	6998.66	WDC Exploration and Wells	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Surface Pad installation date is Surface Pad Start Date on IMF. Comp Depth set at bottom of casing. Surface pad thickness reported as 6	1064	N	NULL	ft	NULL	4.5	in	NULL	Tetra Tech	116909	2005-06-07 00:00:00	bbrady	2016-08-12 11:36:00	1303	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-60	0	NULL	NULL	NULL	1768514.750000000000000	1626734.379999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.296180000000000	35.860570000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-60	R-60	LANL	1330	1350.900	1	Regional	498	NULL	Regional Top	NULL	114816	2010-11-23 09:08:00	ZDuran	2017-01-17 12:43:00	NULL	Tpf	3	0.01	1360.9	R-60	LANL	NULL	2010-10-18 00:00:00	1360.90	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1164	N	NULL	ft	NULL	5	in	NULL	NULL	114816	2010-11-23 09:02:00	kgreene	2016-05-11 10:01:00	1418	NULL	NULL	NULL	NULL	MDA C	Mortendad
R-61 S1	0	NULL	NULL	NULL	1767422.460000000000000	1637096.800000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.261200000000000	35.857579999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-61 S1	R-61	LANL	1125	1135.000	1000002	Regional	100	NULL	Regional Deep	NULL	114816	2011-05-12 14:52:00	bbrady	2016-08-19 12:43:00	NULL	Tpf	3	0	1162.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chromium	Mortendad
R-61 S2	0	NULL	NULL	NULL	1767422.460000000000000	1637096.800000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.261200000000000	35.857579999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-61 S2	R-61	LANL	1220.4	1241.000	1000002	Regional	101	NULL	Regional Deep	NULL	114816	2011-05-12 14:56:00	bbrady	2016-08-19 12:44:00	NULL	Tjfp	3	1167	1251.6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chromium	Mortendad
R-62	0	NULL	NULL	NULL	1769441.010000000000000	1635537.939999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.266470000000000	35.863120000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-62	R-62	LANL	1158.4	1179.1	1	Regional	566	NULL	Regional	NULL	rkoch	2012-01-06 12:09:00	ZDuran	2017-01-17 12:33:00	NULL	Tpf	3	0.01	1189.7	R-62	LANL	NULL	2011-10-03 00:00:00	1189.7	6988.26	Yellow Jacket Drilling	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1184	N	NULL	ft	NULL	5.0	in	NULL	Eberline	kgreene	2012-04-06 09:49:00	bbrady	2016-08-19 12:47:00	NULL	NULL	NULL	NULL	NULL	Chromium	Mortendad
R-64	0	NULL	NULL	NULL	1774565.300000000000000	1632889.919999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.275409999999000	35.877200000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-64	R-64	LANL	1285	1305.500	1	Regional	502	NULL	Regional Top	NULL	114816	2011-05-26 08:49:00	ZDuran	2017-02-09 11:20:00	NULL	Tjfp	3	0.01	1316.1	R-64	LANL	NULL	2011-07-11 00:00:00	1316.10	7124.68	Boart Longyear	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1183	N	NULL	NULL	NULL	5	in	NULL	NULL	114816	2011-05-26 08:41:00	bbrady	2016-08-12 11:44:00	1380	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-66	0	NULL	NULL	NULL	1773068.550000000000000	1637492.970000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.259870000000000	35.873089999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-66	R-66	LANL	819.4	839.7	1	Regional	568	NULL	Regional	NULL	rkoch	2012-05-04 12:50:00	ZDuran	2017-02-14 14:02:00	NULL	Tcar	3	0.01	852.8	R-66	LANL	NULL	2011-11-16 00:00:00	849.8	NULL	Yellow Jacket Drilling	NULL	NULL	NULL	Single Completion	A	NULL	NULL	NULL	NULL	Top of outer casing 3.59 ft above brass cap	1185	N	NULL	NULL	3.59	5.11	NULL	NULL	Eberline	rkoch	2012-05-04 12:02:00	ZDuran	2017-02-14 14:01:00	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-67	0	NULL	NULL	NULL	1772073.074899990000000	1628530.724699990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.290120000000000	35.870350000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-67	R-67	LANL	1242.6	1263	1	Regional	582	NULL	Regional	NULL	kgreene	2016-02-22 15:07:00	ZDuran	2017-02-16 14:26:00	NULL	NULL	3	0.01	1273.3	R-67	LANL	NULL	2015-07-06 00:00:00	1276.94	NULL	Yellow Jacket Drilling	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1198	N	NULL	NULL	NULL	5	in	NULL	NULL	kgreene	2016-02-22 14:52:00	kgreene	2016-05-11 14:30:00	NULL	NULL	NULL	NULL	NULL	Chromium	Sandia
R-6i	0	NULL	NULL	NULL	1773889.889999990000000	1635992.340000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.264930000000000	35.875340000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-6i	R-6i	LANL	602	612.000	1	Intermediate	503	NULL	NULL	NULL	114816	2005-09-27 00:00:00	ZDuran	2017-02-09 09:24:00	NULL	Tf	3	0.01	615	R-6i	LANL	NULL	2004-12-20 00:00:00	615.00	6999.42	WDC Exploration and Wells	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Surface Pad installation date estimated from WCR Well Completion Begin Date. Comp Depth set at bottom of casing.	1081	N	NULL	ft	NULL	4.5	in	NULL	NULL	116909	2005-06-07 00:00:00	bbrady	2016-08-12 11:50:00	660	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-7 OB	LANL	MON	NULL	NULL	1773653.000000000000000	1631666.000000000000000	6779.200	NULL	NULL	Completion Report	NULL	NULL	NULL	NULL	NULL	NULL	-106.279540000000000	35.874690000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2001-08-08 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Location info taken from Brass cap monument survey data from R-7 WCR.	R-7 OB	NULL	20000009	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-7 S1	0	NULL	NULL	NULL	1773653.000000000000000	1631666.000000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.279540000000000	35.874690000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-7 S1	R-7	LANL	363.2	379.200	1000004	Intermediate	102	NULL	NULL	NULL	154528	2002-06-12 15:54:00	114816	2005-02-10 00:00:00	NULL	Tp	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-7 S2	LANL	MON	NULL	NULL	1773653.000000000000000	1631666.000000000000000	6779.200	NULL	NULL	Completion Report	NULL	NULL	NULL	NULL	NULL	NULL	-106.279540000000000	35.874690000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2001-08-08 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Location info taken from Brass cap monument survey data from R-7 WCR.	R-7 S2	NULL	20000007	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R-7 S2	R-7	LANL	730.4	746.400	1000004	Intermediate	103	NULL	NULL	NULL	154528	2002-06-12 15:56:00	114816	2005-02-10 00:00:00	NULL	Tp	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-7 S3	0	NULL	NULL	NULL	1773653.000000000000000	1631666.000000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.279540000000000	35.874690000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-7 S3	R-7	LANL	895.5	937.400	1000004	Regional	104	NULL	NULL	NULL	154528	2002-06-12 15:58:00	114816	2005-02-10 00:00:00	NULL	Tp	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-8 OB	LANL	MON	NULL	NULL	1772554.620000000000000	1641139.010000000000000	6544.740	NULL	NULL	Completion Report	NULL	NULL	NULL	NULL	NULL	NULL	-106.247559999999000	35.871679999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2001-10-16 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Location info taken from Brass cap monument survey data from R-8 WCR.	R-8 OB	NULL	20000005	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-8 S1	0	NULL	NULL	NULL	1772554.620000000000000	1641139.010000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.247559999999000	35.871679999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-8 S1	R-8	LANL	705.31	755.700	1000003	Regional	105	NULL	NULL	NULL	088717	2002-10-24 13:54:00	ZDuran	2017-02-09 11:26:00	NULL	Tp	1	0.01	0.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-8 S2	0	NULL	NULL	NULL	1772554.620000000000000	1641139.010000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.247559999999000	35.871679999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-8 S2	R-8	LANL	821	828.000	1000003	Regional	106	NULL	NULL	NULL	088717	2002-10-24 13:56:00	ZDuran	2017-02-09 11:26:00	NULL	Tp	1	0.01	0.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-8A OB	LANL	BH	NULL	NULL	1772533.439999990000000	1641195.510000000000000	6542.890	NULL	NULL	Completion Report	NULL	NULL	NULL	NULL	NULL	NULL	-106.247370000000000	35.871620000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2002-10-24 00:00:00	Administrator	2005-12-07 00:00:00	2012-03-15 10:48:00	NULL	NULL	BH1 Brass cap monument location info.  Abandoned borehole.	R-8A OB	NULL	20000002	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-9	0	NULL	NULL	NULL	1770847.100000000000000	1648236.500000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.223609999999000	35.866979999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-9	R-9	LANL	683	748.500	1	Regional	509	Horizontal Wrap Wire, 93; Vertical Rod, 93, number of Rods, 40.	NULL	NULL	154528	2001-07-24 00:00:00	ZDuran	2017-02-09 11:30:00	NULL	NULL	3	0.01	758	R-9	LANL	NULL	1999-10-18 00:00:00	758.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Survey pin was installed with on 9/13/00.	1049	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	154528	2001-07-23 00:00:00	114816	2006-06-27 00:00:00	771	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-9 OB	0	NULL	NULL	NULL	1770847.100000000000000	1648236.500000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.223609999999000	35.866979999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-9i S1	0	NULL	NULL	NULL	1770837.800000000000000	1648202.700000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.223720000000000	35.866959999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-9i S1	R-9i	LANL	189.1	199.500	1000002	Intermediate	107	Horizontal Wrap Wire, 118; Vertical Rod, 250, Number of Rods, 32.	NULL	NULL	154528	2001-07-24 00:00:00	ZDuran	2017-02-09 11:03:00	NULL	Tb4	1	0.01	0.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
R-9i S2	0	NULL	NULL	NULL	1770837.800000000000000	1648202.700000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.223720000000000	35.866959999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-9i S2	R-9i	LANL	269.6	280.300	1000002	Intermediate	108	Horizontal Wrap Wire, 118; Vertical Rod, 250, Number of Rods, 32.	NULL	NULL	154528	2001-07-24 00:00:00	ZDuran	2017-02-09 11:03:00	NULL	Tb4	1	0.01	0.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
SA-00001	LANL	BHover10ft	NULL	NULL	1767913.399999990000000	1647424.200000000000000	NULL	NULL	NULL	Well Completion Rpt	NULL	NULL	NULL	NULL	NULL	NULL	-106.226350000000000	35.858919999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-11-28 00:00:00	npatel	2016-11-18 10:56:00	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location R-12. Coordinate accuracy is unknown.	SA-00001	NULL	10024903	14879	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Sandia
